Asset,Type,Subtype,Config,Class,Qty,Ship Name
Armory (https://www.notion.so/Armory-12653f39dd4043f2bc1c4bfc9f9b7bf6?pvs=21),Interior,Functional,Room,Large,1,Pearce D9
Workshop (https://www.notion.so/Workshop-11c62d39f06e4575a4bc0cb891d5aad6?pvs=21),Interior,Functional,Room,Large,1,Pearce D9
Laboratory (https://www.notion.so/Laboratory-59248857335c40039d843514f852b619?pvs=21),Interior,Functional,Room,Large,1,Pearce D9
Scanner Suite (https://www.notion.so/Scanner-Suite-8047eca4383b459e9a233e6b1b076d9a?pvs=21),Interior,Functional,Room,Large,1,Pearce D9
Arcade (https://www.notion.so/Arcade-b7959e22348f4819836ac356fb85bf74?pvs=21),Interior,Activity,Room,Large,1,Pearce D9
Theater (https://www.notion.so/Theater-19e7883269fd4571b77bf13e35f3bae8?pvs=21),Interior,Activity,Room,Large,1,Pearce D9
Shopping Center (https://www.notion.so/Shopping-Center-15b967eac2e247e3961108d06d300ee0?pvs=21),Interior,Activity,Room,Large,1,Pearce D9
Gymnasium (https://www.notion.so/Gymnasium-a2e327863acb4c4f8ec5055fa79b7d9e?pvs=21),Interior,Activity,Room,Large,1,Pearce D9
Bar (https://www.notion.so/Bar-e7b8fdc1a967483c8f3838347122efff?pvs=21),Interior,Activity,Room,Large,1,Pearce D9
Library (https://www.notion.so/Library-7f4704ab182744638f8864488af909d7?pvs=21),Interior,Leisure,Detail,Medium,1,Pearce D9
Shrine/Chapel (https://www.notion.so/Shrine-Chapel-8d5144c5c4de49358cc0efbdd2fc00ae?pvs=21),Interior,Leisure,Detail,Medium,1,Pearce D9
Janitor (https://www.notion.so/Janitor-0fb7f82c26b54d3281d391fa81203c71?pvs=21),Crew,,,,3,Pearce D9
