Asset,Type,Subtype,Config,Class,Qty,Ship Name
Command Station (https://www.notion.so/Command-Station-fc4c7a500407470db4d040a69eed31ee?pvs=21),Station,,,,1,Ogrika Jod Asteris
Flight Station (https://www.notion.so/Flight-Station-10ca52fc4d6c4f0a9718139127036fcf?pvs=21),Station,,,,2,Ogrika Jod Asteris
Operator Station (https://www.notion.so/Operator-Station-6fc5b5de0af04787ac000c31ebd9e953?pvs=21),Station,,,,4,Ogrika Jod Asteris
Medical Station (https://www.notion.so/Medical-Station-59551e94dab34b699fd14b8c58433824?pvs=21),Station,,,,1,Ogrika Jod Asteris
Hospitality Station (https://www.notion.so/Hospitality-Station-9f2ff753cde349449c3a89256b5e2e56?pvs=21),Station,,,,7,Ogrika Jod Asteris
Scanning Station (https://www.notion.so/Scanning-Station-c65a840caf4542319f04a7d6f79375b5?pvs=21),Station,,,,1,Ogrika Jod Asteris
Engineering Station (https://www.notion.so/Engineering-Station-d37678d2cd9941118fb7eb3ee989dc67?pvs=21),Station,,,,2,Ogrika Jod Asteris
Power Core (https://www.notion.so/Power-Core-fec1491dcb4b4c849f07de274513a992?pvs=21),Component,Core,,Capital,1,Ogrika Jod Asteris
Warp Drive (https://www.notion.so/Warp-Drive-dd8657c0b3d047da98782551469b61a2?pvs=21),Component,Core,,Capital,1,Ogrika Jod Asteris
Subwarp Engine (https://www.notion.so/Subwarp-Engine-c3fbf18af39048afb1dcec4a3b8ec14d?pvs=21),Component,Core,,Capital,1,Ogrika Jod Asteris
Maneuvering Thrusters (https://www.notion.so/Maneuvering-Thrusters-26f4163fe70a480fbbfb28bf2346e2ac?pvs=21),Component,Core,,Capital,1,Ogrika Jod Asteris
Shield Generator (https://www.notion.so/Shield-Generator-22ff6250d678461da38ad5adee5234e9?pvs=21),Component,Core,,Capital,1,Ogrika Jod Asteris
Heat Sink (https://www.notion.so/Heat-Sink-9a2ef32ff8014683b7c02b4856ba14ce?pvs=21),Component,Core,,Capital,1,Ogrika Jod Asteris
Scanner Array (https://www.notion.so/Scanner-Array-7ff97074be804fbbbe57c465e952d9f2?pvs=21),Component,Core,,Capital,1,Ogrika Jod Asteris
Tractor Beam (https://www.notion.so/Tractor-Beam-a53cadac3f5543b09057327e01ec30c6?pvs=21),Component,Core,,Capital,1,Ogrika Jod Asteris
Hull Reinforcement (https://www.notion.so/Hull-Reinforcement-187f8583d7374ce3a191be8165a87ed9?pvs=21),Component,Core,,Capital,1,Ogrika Jod Asteris
Fixed Hardpoint (https://www.notion.so/Fixed-Hardpoint-c8ac7684ffe14d53a34fbae51e2f4aa5?pvs=21),Component,Combat,,Large,2,Ogrika Jod Asteris
Turret Hardpoint (https://www.notion.so/Turret-Hardpoint-3fa5870ccff5474e85f13cd3b13a6a7b?pvs=21),Component,Combat,,Medium,2,Ogrika Jod Asteris
Missile Bay (https://www.notion.so/Missile-Bay-0b53fb061c8143b5b6c1d9ce6c98c4c0?pvs=21),Component,Combat,,Medium,2,Ogrika Jod Asteris
Countermeasure System (https://www.notion.so/Countermeasure-System-abc89ea959094c7ca59956d4fede2b6b?pvs=21),Component,Combat,,Capital,1,Ogrika Jod Asteris
Countermeasure System (https://www.notion.so/Countermeasure-System-abc89ea959094c7ca59956d4fede2b6b?pvs=21),Component,Combat,,Large,2,Ogrika Jod Asteris
Countermeasure System (https://www.notion.so/Countermeasure-System-abc89ea959094c7ca59956d4fede2b6b?pvs=21),Component,Combat,,Medium,4,Ogrika Jod Asteris
Passenger Module (https://www.notion.so/Passenger-Module-5f0accb87611424a822f2c4b552a0759?pvs=21),Module,Swappable,Room,Capital,4,Ogrika Jod Asteris
Cargo Module (https://www.notion.so/Cargo-Module-790ddec5d1e4449494a5274787f043fa?pvs=21),Module,Swappable,Room,Capital,2,Ogrika Jod Asteris
Fuel Module (https://www.notion.so/Fuel-Module-120259914f1a4377bad3b7ffd3f42c9e?pvs=21),Module,Swappable,Room,Capital,2,Ogrika Jod Asteris
Bridge/Cockpit (https://www.notion.so/Bridge-Cockpit-58c0cce9dacd4c7db88eb19b790d9e07?pvs=21),Interior,Standard,Room,Capital,1,Ogrika Jod Asteris
Mess Hall (https://www.notion.so/Mess-Hall-6061f42af5c042b28a473914bdb272b9?pvs=21),Interior,Standard,Room,Capital,1,Ogrika Jod Asteris
Crew Quarters (https://www.notion.so/Crew-Quarters-ddc27ec9f617429e93ce169ad305c3b1?pvs=21),Interior,Standard,Room,Capital,1,Ogrika Jod Asteris
Officers Quarters (https://www.notion.so/Officers-Quarters-4abe56cbd02741a48ac77b7e11a9722c?pvs=21),Interior,Standard,Room,Large,1,Ogrika Jod Asteris
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Medium,2,Ogrika Jod Asteris
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Large,1,Ogrika Jod Asteris
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Capital,1,Ogrika Jod Asteris
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Room,Medium,2,Ogrika Jod Asteris
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Room,Large,2,Ogrika Jod Asteris
Tram (https://www.notion.so/Tram-54b15a8d1a954e73b537a8b06e2fc82c?pvs=21),Interior,Standard,Room,Capital,1,Ogrika Jod Asteris
Medical Bay (https://www.notion.so/Medical-Bay-13d23e3a67f0497fa060b2a027845122?pvs=21),Interior,Standard,Room,Large,2,Ogrika Jod Asteris
Cargo Hold (https://www.notion.so/Cargo-Hold-dbb8e39c2c1f460c80fee2bd7921fb49?pvs=21),Interior,Standard,Room,Capital,1,Ogrika Jod Asteris
Escape Pods (https://www.notion.so/Escape-Pods-d4474c589707419dbbf5cbaf68209923?pvs=21),Interior,Standard,Detail,Capital,31,Ogrika Jod Asteris
Hydroponics Bay (https://www.notion.so/Hydroponics-Bay-a9e7cdec0f3d45118eef057fbee01640?pvs=21),Interior,Standard,Room,Large,2,Ogrika Jod Asteris
Engine Room (https://www.notion.so/Engine-Room-80a3855c943e483aa4c96c6ffb51938f?pvs=21),Interior,Standard,Detail,Capital,1,Ogrika Jod Asteris
Restaurant (https://www.notion.so/Restaurant-485e8267219048e0bec508b43a888232?pvs=21),Interior,Specialty,Room,Capital,1,Ogrika Jod Asteris
Guest Suite (https://www.notion.so/Guest-Suite-02afc6d681ae40ed80825a68d941f7d9?pvs=21),Interior,Specialty,Room,Capital,2,Ogrika Jod Asteris
Passenger Cabin (https://www.notion.so/Passenger-Cabin-e1495e90078a4075959b7dbd6f364fd0?pvs=21),Interior,Specialty,Room,Capital,3,Ogrika Jod Asteris
Armory (https://www.notion.so/Armory-12653f39dd4043f2bc1c4bfc9f9b7bf6?pvs=21),Interior,Functional,Room,Large,1,Ogrika Jod Asteris
Ship's Brig (https://www.notion.so/Ship-s-Brig-5a3f4abe01ec486d8c6f31424843c6f7?pvs=21),Interior,Functional,Room,Large,1,Ogrika Jod Asteris
Scanner Suite (https://www.notion.so/Scanner-Suite-8047eca4383b459e9a233e6b1b076d9a?pvs=21),Interior,Functional,Room,Large,1,Ogrika Jod Asteris
Hangar Bay (https://www.notion.so/Hangar-Bay-1162a3084e0b4fd7937e8ddba635c7e6?pvs=21),Interior,Functional,Room,Capital,1,Ogrika Jod Asteris
Shopping Center (https://www.notion.so/Shopping-Center-15b967eac2e247e3961108d06d300ee0?pvs=21),Interior,Activity,Room,Capital,1,Ogrika Jod Asteris
Theater (https://www.notion.so/Theater-19e7883269fd4571b77bf13e35f3bae8?pvs=21),Interior,Activity,Room,Capital,1,Ogrika Jod Asteris
Bar (https://www.notion.so/Bar-e7b8fdc1a967483c8f3838347122efff?pvs=21),Interior,Activity,Room,Large,1,Ogrika Jod Asteris
Nightclub (https://www.notion.so/Nightclub-42fdd47d8756412d90e38dab130fb49c?pvs=21),Interior,Activity,Room,Capital,1,Ogrika Jod Asteris
Shrine/Chapel (https://www.notion.so/Shrine-Chapel-8d5144c5c4de49358cc0efbdd2fc00ae?pvs=21),Interior,Leisure,Room,Large,1,Ogrika Jod Asteris
Arboretum (https://www.notion.so/Arboretum-96ffb3b99e184f629e1f509569fce790?pvs=21),Interior,Leisure,Room,Capital,2,Ogrika Jod Asteris
Spa (https://www.notion.so/Spa-1411a2af9afd4725b72a1079af9806a9?pvs=21),Interior,Leisure,Room,Large,1,Ogrika Jod Asteris
Aquarium (https://www.notion.so/Aquarium-df0cb0214aff471a9a4622fca837a3a5?pvs=21),Interior,Leisure,Room,Large,1,Ogrika Jod Asteris
Pool (https://www.notion.so/Pool-78f1f92de652499eb8d5969ea03f0484?pvs=21),Interior,Leisure,Room,Large,1,Ogrika Jod Asteris
