Asset,Type,Subtype,Config,Class,Qty,Ship Name
Fuel Module (https://www.notion.so/Fuel-Module-120259914f1a4377bad3b7ffd3f42c9e?pvs=21),Module,Swappable,Detail,Medium,2,Fimbul BYOS Packlite
Cargo Module (https://www.notion.so/Cargo-Module-790ddec5d1e4449494a5274787f043fa?pvs=21),Module,Swappable,Detail,Medium,4,Fimbul BYOS Packlite
Bridge/Cockpit (https://www.notion.so/Bridge-Cockpit-58c0cce9dacd4c7db88eb19b790d9e07?pvs=21),Interior,Standard,Room,Medium,1,Fimbul BYOS Packlite
Mess Hall (https://www.notion.so/Mess-Hall-6061f42af5c042b28a473914bdb272b9?pvs=21),Interior,Standard,Detail,Small,1,Fimbul BYOS Packlite
Crew Quarters (https://www.notion.so/Crew-Quarters-ddc27ec9f617429e93ce169ad305c3b1?pvs=21),Interior,Standard,Room,Medium,1,Fimbul BYOS Packlite
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Small,1,Fimbul BYOS Packlite
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Detail,Small,3,Fimbul BYOS Packlite
Engine Room (https://www.notion.so/Engine-Room-80a3855c943e483aa4c96c6ffb51938f?pvs=21),Interior,Standard,Detail,Medium,1,Fimbul BYOS Packlite
Escape Pods (https://www.notion.so/Escape-Pods-d4474c589707419dbbf5cbaf68209923?pvs=21),Interior,Standard,Detail,Medium,3,Fimbul BYOS Packlite
Cargo Hold (https://www.notion.so/Cargo-Hold-dbb8e39c2c1f460c80fee2bd7921fb49?pvs=21),Interior,Standard,Room,Medium,2,Fimbul BYOS Packlite
Smuggler’s Cache (https://www.notion.so/Smuggler-s-Cache-3e0fbad79a1e4e2babf30e37022a4406?pvs=21),Interior,Functional,Detail,Small,1,Fimbul BYOS Packlite
Arcade (https://www.notion.so/Arcade-b7959e22348f4819836ac356fb85bf74?pvs=21),Interior,Activity,Detail,Medium,1,Fimbul BYOS Packlite
Theater (https://www.notion.so/Theater-19e7883269fd4571b77bf13e35f3bae8?pvs=21),Interior,Activity,Detail,Medium,1,Fimbul BYOS Packlite
Armory (https://www.notion.so/Armory-12653f39dd4043f2bc1c4bfc9f9b7bf6?pvs=21),Interior,Activity,Detail,Small,1,Fimbul BYOS Packlite
