Asset,Type,Subtype,Config,Class,Qty,Ship Name
Hospitality Station (https://www.notion.so/Hospitality-Station-9f2ff753cde349449c3a89256b5e2e56?pvs=21),Station,,,,7,Fimbul BYOS Gallowspine
Engineering Station (https://www.notion.so/Engineering-Station-d37678d2cd9941118fb7eb3ee989dc67?pvs=21),Station,,,,9,Fimbul BYOS Gallowspine
Power Core (https://www.notion.so/Power-Core-fec1491dcb4b4c849f07de274513a992?pvs=21),Component,Core,,Titan,1,Fimbul BYOS Gallowspine
Shield Generator (https://www.notion.so/Shield-Generator-22ff6250d678461da38ad5adee5234e9?pvs=21),Component,Core,,Titan,1,Fimbul BYOS Gallowspine
Hull Reinforcement (https://www.notion.so/Hull-Reinforcement-187f8583d7374ce3a191be8165a87ed9?pvs=21),Component,Core,,Titan,1,Fimbul BYOS Gallowspine
Warp Drive (https://www.notion.so/Warp-Drive-dd8657c0b3d047da98782551469b61a2?pvs=21),Component,Core,,Titan,1,Fimbul BYOS Gallowspine
Subwarp Engine (https://www.notion.so/Subwarp-Engine-c3fbf18af39048afb1dcec4a3b8ec14d?pvs=21),Component,Core,,Titan,1,Fimbul BYOS Gallowspine
Maneuvering Thrusters (https://www.notion.so/Maneuvering-Thrusters-26f4163fe70a480fbbfb28bf2346e2ac?pvs=21),Component,Core,,Titan,1,Fimbul BYOS Gallowspine
Heat Sink (https://www.notion.so/Heat-Sink-9a2ef32ff8014683b7c02b4856ba14ce?pvs=21),Component,Core,,Titan,1,Fimbul BYOS Gallowspine
Scanner Array (https://www.notion.so/Scanner-Array-7ff97074be804fbbbe57c465e952d9f2?pvs=21),Component,Core,,Titan,1,Fimbul BYOS Gallowspine
Tractor Beam (https://www.notion.so/Tractor-Beam-a53cadac3f5543b09057327e01ec30c6?pvs=21),Component,Core,,Titan,1,Fimbul BYOS Gallowspine
Fixed Hardpoint (https://www.notion.so/Fixed-Hardpoint-c8ac7684ffe14d53a34fbae51e2f4aa5?pvs=21),Component,Combat,,Titan,1,Fimbul BYOS Gallowspine
Fixed Hardpoint (https://www.notion.so/Fixed-Hardpoint-c8ac7684ffe14d53a34fbae51e2f4aa5?pvs=21),Component,Combat,,Capital,4,Fimbul BYOS Gallowspine
Turret Hardpoint (https://www.notion.so/Turret-Hardpoint-3fa5870ccff5474e85f13cd3b13a6a7b?pvs=21),Component,Combat,,Commander,8,Fimbul BYOS Gallowspine
Turret Hardpoint (https://www.notion.so/Turret-Hardpoint-3fa5870ccff5474e85f13cd3b13a6a7b?pvs=21),Component,Combat,,Capital,4,Fimbul BYOS Gallowspine
Turret Hardpoint (https://www.notion.so/Turret-Hardpoint-3fa5870ccff5474e85f13cd3b13a6a7b?pvs=21),Component,Combat,,Large,2,Fimbul BYOS Gallowspine
Turret Hardpoint (https://www.notion.so/Turret-Hardpoint-3fa5870ccff5474e85f13cd3b13a6a7b?pvs=21),Component,Combat,,Medium,10,Fimbul BYOS Gallowspine
Missile Bay (https://www.notion.so/Missile-Bay-0b53fb061c8143b5b6c1d9ce6c98c4c0?pvs=21),Component,Combat,,Titan,3,Fimbul BYOS Gallowspine
Missile Bay (https://www.notion.so/Missile-Bay-0b53fb061c8143b5b6c1d9ce6c98c4c0?pvs=21),Component,Combat,,Commander,5,Fimbul BYOS Gallowspine
Missile Bay (https://www.notion.so/Missile-Bay-0b53fb061c8143b5b6c1d9ce6c98c4c0?pvs=21),Component,Combat,,Capital,9,Fimbul BYOS Gallowspine
Missile Bay (https://www.notion.so/Missile-Bay-0b53fb061c8143b5b6c1d9ce6c98c4c0?pvs=21),Component,Combat,,Large,32,Fimbul BYOS Gallowspine
Countermeasure System (https://www.notion.so/Countermeasure-System-abc89ea959094c7ca59956d4fede2b6b?pvs=21),Component,Combat,,Titan,1,Fimbul BYOS Gallowspine
Countermeasure System (https://www.notion.so/Countermeasure-System-abc89ea959094c7ca59956d4fede2b6b?pvs=21),Component,Combat,,Commander,3,Fimbul BYOS Gallowspine
Countermeasure System (https://www.notion.so/Countermeasure-System-abc89ea959094c7ca59956d4fede2b6b?pvs=21),Component,Combat,,Capital,6,Fimbul BYOS Gallowspine
Countermeasure System (https://www.notion.so/Countermeasure-System-abc89ea959094c7ca59956d4fede2b6b?pvs=21),Component,Combat,,Large,10,Fimbul BYOS Gallowspine
Drone Port (https://www.notion.so/Drone-Port-d86333c6b0ef409aa452ec865f202882?pvs=21),Component,Utility,,Commander,4,Fimbul BYOS Gallowspine
Ammo Module (https://www.notion.so/Ammo-Module-ca0afaffdcf046f3b7ffeb9936fbdf9a?pvs=21),Module,Swappable,Room,Titan,6,Fimbul BYOS Gallowspine
Cargo Module (https://www.notion.so/Cargo-Module-790ddec5d1e4449494a5274787f043fa?pvs=21),Module,Swappable,Room,Titan,7,Fimbul BYOS Gallowspine
Fuel Module (https://www.notion.so/Fuel-Module-120259914f1a4377bad3b7ffd3f42c9e?pvs=21),Module,Swappable,Room,Titan,2,Fimbul BYOS Gallowspine
Passenger Module (https://www.notion.so/Passenger-Module-5f0accb87611424a822f2c4b552a0759?pvs=21),Module,Swappable,Room,Titan,2,Fimbul BYOS Gallowspine
Bridge/Cockpit (https://www.notion.so/Bridge-Cockpit-58c0cce9dacd4c7db88eb19b790d9e07?pvs=21),Interior,Standard,Room,Titan,1,Fimbul BYOS Gallowspine
Mess Hall (https://www.notion.so/Mess-Hall-6061f42af5c042b28a473914bdb272b9?pvs=21),Interior,Standard,Room,Commander,3,Fimbul BYOS Gallowspine
Medical Bay (https://www.notion.so/Medical-Bay-13d23e3a67f0497fa060b2a027845122?pvs=21),Interior,Standard,Room,Titan,3,Fimbul BYOS Gallowspine
Crew Quarters (https://www.notion.so/Crew-Quarters-ddc27ec9f617429e93ce169ad305c3b1?pvs=21),Interior,Standard,Room,Commander,6,Fimbul BYOS Gallowspine
Officers Quarters (https://www.notion.so/Officers-Quarters-4abe56cbd02741a48ac77b7e11a9722c?pvs=21),Interior,Standard,Room,Commander,3,Fimbul BYOS Gallowspine
Command Quarters (https://www.notion.so/Command-Quarters-5113174230c24fdd874c041ce5e1fcac?pvs=21),Interior,Standard,Room,Commander,3,Fimbul BYOS Gallowspine
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Titan,2,Fimbul BYOS Gallowspine
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Capital,4,Fimbul BYOS Gallowspine
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Medium,8,Fimbul BYOS Gallowspine
Ready Room (https://www.notion.so/Ready-Room-b68142a0a3ef45e58d36e5300ec8b75c?pvs=21),Interior,Standard,Room,Commander,3,Fimbul BYOS Gallowspine
Cargo Hold (https://www.notion.so/Cargo-Hold-dbb8e39c2c1f460c80fee2bd7921fb49?pvs=21),Interior,Standard,Room,Titan,1,Fimbul BYOS Gallowspine
Cargo Hold (https://www.notion.so/Cargo-Hold-dbb8e39c2c1f460c80fee2bd7921fb49?pvs=21),Interior,Standard,Room,Commander,2,Fimbul BYOS Gallowspine
Medical Bay (https://www.notion.so/Medical-Bay-13d23e3a67f0497fa060b2a027845122?pvs=21),Interior,Standard,Room,Commander,3,Fimbul BYOS Gallowspine
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Room,Titan,3,Fimbul BYOS Gallowspine
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Room,Capital,4,Fimbul BYOS Gallowspine
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Room,Medium,8,Fimbul BYOS Gallowspine
Escape Pods (https://www.notion.so/Escape-Pods-d4474c589707419dbbf5cbaf68209923?pvs=21),Interior,Standard,Detail,Commander,120,Fimbul BYOS Gallowspine
Engine Room (https://www.notion.so/Engine-Room-80a3855c943e483aa4c96c6ffb51938f?pvs=21),Interior,Standard,Room,Titan,1,Fimbul BYOS Gallowspine
Engine Room (https://www.notion.so/Engine-Room-80a3855c943e483aa4c96c6ffb51938f?pvs=21),Interior,Standard,Room,Capital,1,Fimbul BYOS Gallowspine
Tram (https://www.notion.so/Tram-54b15a8d1a954e73b537a8b06e2fc82c?pvs=21),Interior,Standard,Room,Commander,2,Fimbul BYOS Gallowspine
Data Rack (https://www.notion.so/Data-Rack-cf8e246beffc43679fc9e21c7e6dce27?pvs=21),Interior,Specialty,Room,Capital,1,Fimbul BYOS Gallowspine
Passenger Cabin (https://www.notion.so/Passenger-Cabin-e1495e90078a4075959b7dbd6f364fd0?pvs=21),Interior,Specialty,Room,Commander,2,Fimbul BYOS Gallowspine
Restaurant (https://www.notion.so/Restaurant-485e8267219048e0bec508b43a888232?pvs=21),Interior,Specialty,Room,Commander,1,Fimbul BYOS Gallowspine
Restaurant (https://www.notion.so/Restaurant-485e8267219048e0bec508b43a888232?pvs=21),Interior,Specialty,Room,Capital,2,Fimbul BYOS Gallowspine
Treasure Room (https://www.notion.so/Treasure-Room-1d0c619086e980b4abc6d465d253ebf0?pvs=21),Interior,Specialty,Room,Commander,1,Fimbul BYOS Gallowspine
Phantom/Revenant Machine Generator (https://www.notion.so/Phantom-Revenant-Machine-Generator-1d0c619086e98041a6b0d1f2bb7efc57?pvs=21),Interior,Functional,Room,Titan,1,Fimbul BYOS Gallowspine
Hangar Bay (https://www.notion.so/Hangar-Bay-1162a3084e0b4fd7937e8ddba635c7e6?pvs=21),Interior,Functional,Room,Titan,1,Fimbul BYOS Gallowspine
Hangar Bay (https://www.notion.so/Hangar-Bay-1162a3084e0b4fd7937e8ddba635c7e6?pvs=21),Interior,Functional,Room,Commander,2,Fimbul BYOS Gallowspine
Hangar Bay (https://www.notion.so/Hangar-Bay-1162a3084e0b4fd7937e8ddba635c7e6?pvs=21),Interior,Functional,Room,Capital,8,Fimbul BYOS Gallowspine
Drone Port (https://www.notion.so/Drone-Port-1d0c619086e980789aa7c81420a3b709?pvs=21),Interior,Functional,Room,Commander,2,Fimbul BYOS Gallowspine
Armory (https://www.notion.so/Armory-12653f39dd4043f2bc1c4bfc9f9b7bf6?pvs=21),Interior,Functional,Room,Titan,1,Fimbul BYOS Gallowspine
Armory (https://www.notion.so/Armory-12653f39dd4043f2bc1c4bfc9f9b7bf6?pvs=21),Interior,Functional,Room,Commander,1,Fimbul BYOS Gallowspine
Armory (https://www.notion.so/Armory-12653f39dd4043f2bc1c4bfc9f9b7bf6?pvs=21),Interior,Functional,Room,Capital,2,Fimbul BYOS Gallowspine
Scanner Suite (https://www.notion.so/Scanner-Suite-8047eca4383b459e9a233e6b1b076d9a?pvs=21),Interior,Functional,Room,Titan,1,Fimbul BYOS Gallowspine
Workshop (https://www.notion.so/Workshop-11c62d39f06e4575a4bc0cb891d5aad6?pvs=21),Interior,Functional,Room,Commander,3,Fimbul BYOS Gallowspine
Laboratory (https://www.notion.so/Laboratory-59248857335c40039d843514f852b619?pvs=21),Interior,Functional,Room,Capital,1,Fimbul BYOS Gallowspine
Panopticon Prison (https://www.notion.so/Panopticon-Prison-1d0c619086e98035b1a8f2148c6db197?pvs=21),Interior,Functional,Room,Capital,2,Fimbul BYOS Gallowspine
Hydroponics Bay (https://www.notion.so/Hydroponics-Bay-a9e7cdec0f3d45118eef057fbee01640?pvs=21),Interior,Functional,Room,Commander,2,Fimbul BYOS Gallowspine
Blackmarket Alley (https://www.notion.so/Blackmarket-Alley-1d0c619086e980469461d6f95b352e87?pvs=21),Interior,Activity,Room,Titan,1,Fimbul BYOS Gallowspine
Retrofuturistic Mapemonde Holodeck (https://www.notion.so/Retrofuturistic-Mapemonde-Holodeck-1d0c619086e9801aaecfd856c38ecbff?pvs=21),Interior,Activity,Room,Commander,3,Fimbul BYOS Gallowspine
Gymnasium (https://www.notion.so/Gymnasium-a2e327863acb4c4f8ec5055fa79b7d9e?pvs=21),Interior,Activity,Room,Capital,3,Fimbul BYOS Gallowspine
Death Cage with Maglev Bikes (https://www.notion.so/Death-Cage-with-Maglev-Bikes-1cfc619086e980bbafceecd59f21d698?pvs=21),Interior,Activity,Room,Commander,1,Fimbul BYOS Gallowspine
Shooter Arena (https://www.notion.so/Shooter-Arena-1d0c619086e980a3ad0ae4cc13d722f1?pvs=21),Interior,Activity,Room,Capital,2,Fimbul BYOS Gallowspine
Theater (https://www.notion.so/Theater-19e7883269fd4571b77bf13e35f3bae8?pvs=21),Interior,Activity,Room,Medium,1,Fimbul BYOS Gallowspine
Pool (https://www.notion.so/Pool-78f1f92de652499eb8d5969ea03f0484?pvs=21),Interior,Leisure,Room,Commander,1,Fimbul BYOS Gallowspine
Library (https://www.notion.so/Library-7f4704ab182744638f8864488af909d7?pvs=21),Interior,Leisure,Room,Commander,3,Fimbul BYOS Gallowspine
Bioluminescent Toxic Algae Lab (https://www.notion.so/Bioluminescent-Toxic-Algae-Lab-1cfc619086e9804baa27efb113cf3c2c?pvs=21),Interior,Leisure,Room,Commander,1,Fimbul BYOS Gallowspine
Tavern/Distillery (https://www.notion.so/Tavern-Distillery-1d0c619086e9801b96cee5d71f5b674b?pvs=21),Interior,Leisure,Room,Commander,1,Fimbul BYOS Gallowspine
