Asset,Type,Subtype,Config,Class,Qty,Ship Name
Mess Hall (https://www.notion.so/Mess-Hall-6061f42af5c042b28a473914bdb272b9?pvs=21),Interior,Standard,Room,Large,2,Fimbul ECOS Treearrow
Mess Hall (https://www.notion.so/Mess-Hall-6061f42af5c042b28a473914bdb272b9?pvs=21),Interior,Standard,Room,Capital,1,Fimbul ECOS Treearrow
Medical Bay (https://www.notion.so/Medical-Bay-13d23e3a67f0497fa060b2a027845122?pvs=21),Interior,Standard,Room,Capital,1,Fimbul ECOS Treearrow
Crew Quarters (https://www.notion.so/Crew-Quarters-ddc27ec9f617429e93ce169ad305c3b1?pvs=21),Interior,Standard,Room,Commander,1,Fimbul ECOS Treearrow
Officers Quarters (https://www.notion.so/Officers-Quarters-4abe56cbd02741a48ac77b7e11a9722c?pvs=21),Interior,Standard,Room,Capital,2,Fimbul ECOS Treearrow
Command Quarters (https://www.notion.so/Command-Quarters-5113174230c24fdd874c041ce5e1fcac?pvs=21),Interior,Standard,Room,Large,1,Fimbul ECOS Treearrow
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Capital,1,Fimbul ECOS Treearrow
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Large,2,Fimbul ECOS Treearrow
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Medium,2,Fimbul ECOS Treearrow
Ready Room (https://www.notion.so/Ready-Room-b68142a0a3ef45e58d36e5300ec8b75c?pvs=21),Interior,Standard,Room,Capital,1,Fimbul ECOS Treearrow
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Room,Commander,1,Fimbul ECOS Treearrow
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Room,Capital,2,Fimbul ECOS Treearrow
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Room,Large,2,Fimbul ECOS Treearrow
Escape Pods (https://www.notion.so/Escape-Pods-d4474c589707419dbbf5cbaf68209923?pvs=21),Interior,Standard,Detail,Commander,68,Fimbul ECOS Treearrow
Engine Room (https://www.notion.so/Engine-Room-80a3855c943e483aa4c96c6ffb51938f?pvs=21),Interior,Standard,Room,Commander,1,Fimbul ECOS Treearrow
Cargo Hold (https://www.notion.so/Cargo-Hold-dbb8e39c2c1f460c80fee2bd7921fb49?pvs=21),Interior,Standard,Room,Commander,1,Fimbul ECOS Treearrow
Tram (https://www.notion.so/Tram-54b15a8d1a954e73b537a8b06e2fc82c?pvs=21),Interior,Standard,Room,Commander,1,Fimbul ECOS Treearrow
Hangar Bay (https://www.notion.so/Hangar-Bay-1162a3084e0b4fd7937e8ddba635c7e6?pvs=21),Interior,Functional,Room,Large,2,Fimbul ECOS Treearrow
Hangar Bay (https://www.notion.so/Hangar-Bay-1162a3084e0b4fd7937e8ddba635c7e6?pvs=21),Interior,Functional,Room,Capital,2,Fimbul ECOS Treearrow
Armory (https://www.notion.so/Armory-12653f39dd4043f2bc1c4bfc9f9b7bf6?pvs=21),Interior,Functional,Room,Capital,1,Fimbul ECOS Treearrow
Scanner Suite (https://www.notion.so/Scanner-Suite-8047eca4383b459e9a233e6b1b076d9a?pvs=21),Interior,Functional,Room,Capital,1,Fimbul ECOS Treearrow
Data Rack (https://www.notion.so/Data-Rack-cf8e246beffc43679fc9e21c7e6dce27?pvs=21),Interior,Specialty,Room,Capital,1,Fimbul ECOS Treearrow
Guest Suite (https://www.notion.so/Guest-Suite-02afc6d681ae40ed80825a68d941f7d9?pvs=21),Interior,Specialty,Room,Large,2,Fimbul ECOS Treearrow
Restaurant (https://www.notion.so/Restaurant-485e8267219048e0bec508b43a888232?pvs=21),Interior,Specialty,Room,Capital,1,Fimbul ECOS Treearrow
Gallery (https://www.notion.so/Gallery-ef6680fd656e4edfb83d9f34cd12e1c4?pvs=21),Interior,Specialty,Room,Large,1,Fimbul ECOS Treearrow
Workshop (https://www.notion.so/Workshop-11c62d39f06e4575a4bc0cb891d5aad6?pvs=21),Interior,Functional,Room,Large,1,Fimbul ECOS Treearrow
Laboratory (https://www.notion.so/Laboratory-59248857335c40039d843514f852b619?pvs=21),Interior,Functional,Room,Large,1,Fimbul ECOS Treearrow
Ship's Brig (https://www.notion.so/Ship-s-Brig-5a3f4abe01ec486d8c6f31424843c6f7?pvs=21),Interior,Functional,Room,Large,1,Fimbul ECOS Treearrow
Hydroponics Bay (https://www.notion.so/Hydroponics-Bay-a9e7cdec0f3d45118eef057fbee01640?pvs=21),Interior,Functional,Room,Capital,2,Fimbul ECOS Treearrow
Armory (https://www.notion.so/Armory-12653f39dd4043f2bc1c4bfc9f9b7bf6?pvs=21),Interior,Functional,Room,Large,2,Fimbul ECOS Treearrow
Arcade (https://www.notion.so/Arcade-b7959e22348f4819836ac356fb85bf74?pvs=21),Interior,Activity,Room,Large,2,Fimbul ECOS Treearrow
Shopping Center (https://www.notion.so/Shopping-Center-15b967eac2e247e3961108d06d300ee0?pvs=21),Interior,Activity,Room,Capital,2,Fimbul ECOS Treearrow
Meta-Holodeck (https://www.notion.so/Meta-Holodeck-b389d2ad0cdd40dc838a1ca908e0bcaa?pvs=21),Interior,Activity,Room,Capital,1,Fimbul ECOS Treearrow
Theater (https://www.notion.so/Theater-19e7883269fd4571b77bf13e35f3bae8?pvs=21),Interior,Activity,Room,Capital,1,Fimbul ECOS Treearrow
Nightclub (https://www.notion.so/Nightclub-42fdd47d8756412d90e38dab130fb49c?pvs=21),Interior,Activity,Room,Commander,1,Fimbul ECOS Treearrow
Nightclub (https://www.notion.so/Nightclub-42fdd47d8756412d90e38dab130fb49c?pvs=21),Interior,Activity,Room,Capital,1,Fimbul ECOS Treearrow
Bar (https://www.notion.so/Bar-e7b8fdc1a967483c8f3838347122efff?pvs=21),Interior,Activity,Room,Large,1,Fimbul ECOS Treearrow
Theater (https://www.notion.so/Theater-19e7883269fd4571b77bf13e35f3bae8?pvs=21),Interior,Activity,Room,Large,2,Fimbul ECOS Treearrow
Shrine/Chapel (https://www.notion.so/Shrine-Chapel-8d5144c5c4de49358cc0efbdd2fc00ae?pvs=21),Interior,Leisure,Room,Large,1,Fimbul ECOS Treearrow
Pool (https://www.notion.so/Pool-78f1f92de652499eb8d5969ea03f0484?pvs=21),Interior,Leisure,Room,Large,1,Fimbul ECOS Treearrow
Arboretum (https://www.notion.so/Arboretum-96ffb3b99e184f629e1f509569fce790?pvs=21),Interior,Leisure,Room,Capital,2,Fimbul ECOS Treearrow
Arboretum (https://www.notion.so/Arboretum-96ffb3b99e184f629e1f509569fce790?pvs=21),Interior,Leisure,Room,Commander,2,Fimbul ECOS Treearrow
Spa (https://www.notion.so/Spa-1411a2af9afd4725b72a1079af9806a9?pvs=21),Interior,Leisure,Room,Large,1,Fimbul ECOS Treearrow
Aquarium (https://www.notion.so/Aquarium-df0cb0214aff471a9a4622fca837a3a5?pvs=21),Interior,Leisure,Room,Capital,2,Fimbul ECOS Treearrow
Passenger Cabin (https://www.notion.so/Passenger-Cabin-e1495e90078a4075959b7dbd6f364fd0?pvs=21),Interior,Leisure,Room,Capital,1,Fimbul ECOS Treearrow
