Asset,Type,Subtype,Config,Class,Qty,Ship Name
Engineering Station (https://www.notion.so/Engineering-Station-d37678d2cd9941118fb7eb3ee989dc67?pvs=21),Station,,,,2,Busan Maiden Heart
Power Core (https://www.notion.so/Power-Core-fec1491dcb4b4c849f07de274513a992?pvs=21),Component,Core,,Capital,1,Busan Maiden Heart
Warp Drive (https://www.notion.so/Warp-Drive-dd8657c0b3d047da98782551469b61a2?pvs=21),Component,Core,,Capital,1,Busan Maiden Heart
Subwarp Engine (https://www.notion.so/Subwarp-Engine-c3fbf18af39048afb1dcec4a3b8ec14d?pvs=21),Component,Core,,Capital,1,Busan Maiden Heart
Maneuvering Thrusters (https://www.notion.so/Maneuvering-Thrusters-26f4163fe70a480fbbfb28bf2346e2ac?pvs=21),Component,Core,,Capital,1,Busan Maiden Heart
Shield Generator (https://www.notion.so/Shield-Generator-22ff6250d678461da38ad5adee5234e9?pvs=21),Component,Core,,Capital,1,Busan Maiden Heart
Heat Sink (https://www.notion.so/Heat-Sink-9a2ef32ff8014683b7c02b4856ba14ce?pvs=21),Component,Core,,Capital,1,Busan Maiden Heart
Scanner Array (https://www.notion.so/Scanner-Array-7ff97074be804fbbbe57c465e952d9f2?pvs=21),Component,Core,,Capital,1,Busan Maiden Heart
Tractor Beam (https://www.notion.so/Tractor-Beam-a53cadac3f5543b09057327e01ec30c6?pvs=21),Component,Core,,Capital,1,Busan Maiden Heart
Hull Reinforcement (https://www.notion.so/Hull-Reinforcement-187f8583d7374ce3a191be8165a87ed9?pvs=21),Component,Core,,Capital,1,Busan Maiden Heart
Fixed Hardpoint (https://www.notion.so/Fixed-Hardpoint-c8ac7684ffe14d53a34fbae51e2f4aa5?pvs=21),Component,Combat,,Capital,4,Busan Maiden Heart
Turret Hardpoint (https://www.notion.so/Turret-Hardpoint-3fa5870ccff5474e85f13cd3b13a6a7b?pvs=21),Component,Combat,,Large,2,Busan Maiden Heart
Turret Hardpoint (https://www.notion.so/Turret-Hardpoint-3fa5870ccff5474e85f13cd3b13a6a7b?pvs=21),Component,Combat,,Small,16,Busan Maiden Heart
Missile Bay (https://www.notion.so/Missile-Bay-0b53fb061c8143b5b6c1d9ce6c98c4c0?pvs=21),Component,Combat,,Capital,3,Busan Maiden Heart
Missile Bay (https://www.notion.so/Missile-Bay-0b53fb061c8143b5b6c1d9ce6c98c4c0?pvs=21),Component,Combat,,Medium,4,Busan Maiden Heart
Countermeasure System (https://www.notion.so/Countermeasure-System-abc89ea959094c7ca59956d4fede2b6b?pvs=21),Component,Combat,,Capital,2,Busan Maiden Heart
Countermeasure System (https://www.notion.so/Countermeasure-System-abc89ea959094c7ca59956d4fede2b6b?pvs=21),Component,Combat,,Large,1,Busan Maiden Heart
Countermeasure System (https://www.notion.so/Countermeasure-System-abc89ea959094c7ca59956d4fede2b6b?pvs=21),Component,Combat,,Medium,2,Busan Maiden Heart
Drone Port (https://www.notion.so/Drone-Port-d86333c6b0ef409aa452ec865f202882?pvs=21),Component,Utility,,Capital,1,Busan Maiden Heart
Ammo Module (https://www.notion.so/Ammo-Module-ca0afaffdcf046f3b7ffeb9936fbdf9a?pvs=21),Module,Swappable,Detail,Capital,4,Busan Maiden Heart
Fuel Module (https://www.notion.so/Fuel-Module-120259914f1a4377bad3b7ffd3f42c9e?pvs=21),Module,Swappable,Detail,Capital,2,Busan Maiden Heart
Cargo Module (https://www.notion.so/Cargo-Module-790ddec5d1e4449494a5274787f043fa?pvs=21),Module,Swappable,Detail,Capital,2,Busan Maiden Heart
Bridge/Cockpit (https://www.notion.so/Bridge-Cockpit-58c0cce9dacd4c7db88eb19b790d9e07?pvs=21),Interior,Standard,Room,Capital,1,Busan Maiden Heart
Mess Hall (https://www.notion.so/Mess-Hall-6061f42af5c042b28a473914bdb272b9?pvs=21),Interior,Standard,Detail,Capital,1,Busan Maiden Heart
Crew Quarters (https://www.notion.so/Crew-Quarters-ddc27ec9f617429e93ce169ad305c3b1?pvs=21),Interior,Standard,Detail,Capital,1,Busan Maiden Heart
Officers Quarters (https://www.notion.so/Officers-Quarters-4abe56cbd02741a48ac77b7e11a9722c?pvs=21),Interior,Standard,Detail,Capital,1,Busan Maiden Heart
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Large,2,Busan Maiden Heart
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Medium,1,Busan Maiden Heart
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Detail,Capital,1,Busan Maiden Heart
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Detail,Large,1,Busan Maiden Heart
Medical Bay (https://www.notion.so/Medical-Bay-13d23e3a67f0497fa060b2a027845122?pvs=21),Interior,Standard,Detail,Capital,1,Busan Maiden Heart
Engine Room (https://www.notion.so/Engine-Room-80a3855c943e483aa4c96c6ffb51938f?pvs=21),Interior,Standard,Detail,Capital,1,Busan Maiden Heart
Cargo Hold (https://www.notion.so/Cargo-Hold-dbb8e39c2c1f460c80fee2bd7921fb49?pvs=21),Interior,Standard,Detail,Capital,1,Busan Maiden Heart
Escape Pods (https://www.notion.so/Escape-Pods-d4474c589707419dbbf5cbaf68209923?pvs=21),Interior,Standard,Detail,Capital,29,Busan Maiden Heart
Ready Room (https://www.notion.so/Ready-Room-b68142a0a3ef45e58d36e5300ec8b75c?pvs=21),Interior,Standard,Room,Medium,1,Busan Maiden Heart
Data Rack (https://www.notion.so/Data-Rack-cf8e246beffc43679fc9e21c7e6dce27?pvs=21),Interior,Specialty,Room,Large,1,Busan Maiden Heart
Armory (https://www.notion.so/Armory-12653f39dd4043f2bc1c4bfc9f9b7bf6?pvs=21),Interior,Functional,Detail,Capital,1,Busan Maiden Heart
Ship's Brig (https://www.notion.so/Ship-s-Brig-5a3f4abe01ec486d8c6f31424843c6f7?pvs=21),Interior,Functional,Detail,Large,1,Busan Maiden Heart
Scanner Suite (https://www.notion.so/Scanner-Suite-8047eca4383b459e9a233e6b1b076d9a?pvs=21),Interior,Functional,Detail,Capital,1,Busan Maiden Heart
Hangar Bay (https://www.notion.so/Hangar-Bay-1162a3084e0b4fd7937e8ddba635c7e6?pvs=21),Interior,Functional,Detail,Capital,1,Busan Maiden Heart
Laboratory (https://www.notion.so/Laboratory-59248857335c40039d843514f852b619?pvs=21),Interior,Functional,Detail,Large,1,Busan Maiden Heart
Workshop (https://www.notion.so/Workshop-11c62d39f06e4575a4bc0cb891d5aad6?pvs=21),Interior,Functional,Detail,Large,1,Busan Maiden Heart
Theater (https://www.notion.so/Theater-19e7883269fd4571b77bf13e35f3bae8?pvs=21),Interior,Activity,Detail,Large,1,Busan Maiden Heart
Bar (https://www.notion.so/Bar-e7b8fdc1a967483c8f3838347122efff?pvs=21),Interior,Activity,Detail,Large,1,Busan Maiden Heart
Gymnasium (https://www.notion.so/Gymnasium-a2e327863acb4c4f8ec5055fa79b7d9e?pvs=21),Interior,Activity,Detail,Large,1,Busan Maiden Heart
Meta-Holodeck (https://www.notion.so/Meta-Holodeck-b389d2ad0cdd40dc838a1ca908e0bcaa?pvs=21),Interior,Activity,Detail,Large,1,Busan Maiden Heart
Shopping Center (https://www.notion.so/Shopping-Center-15b967eac2e247e3961108d06d300ee0?pvs=21),Interior,Activity,Room,Large,1,Busan Maiden Heart
Library (https://www.notion.so/Library-7f4704ab182744638f8864488af909d7?pvs=21),Interior,Leisure,Detail,Medium,1,Busan Maiden Heart
Aquarium (https://www.notion.so/Aquarium-df0cb0214aff471a9a4622fca837a3a5?pvs=21),Interior,Leisure,Detail,Medium,1,Busan Maiden Heart
Spa (https://www.notion.so/Spa-1411a2af9afd4725b72a1079af9806a9?pvs=21),Interior,Leisure,Detail,Large,1,Busan Maiden Heart
