Asset,Type,Subtype,Config,Class,Qty,Ship Name
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Commander,2,Rainbow Phi
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Capital,2,Rainbow Phi
Restroom (https://www.notion.so/Restroom-9d42fc8bb21740b0ae470f587c386454?pvs=21),Interior,Standard,Room,Large,2,Rainbow Phi
Ready Room (https://www.notion.so/Ready-Room-b68142a0a3ef45e58d36e5300ec8b75c?pvs=21),Interior,Standard,Room,Commander,2,Rainbow Phi
Cargo Hold (https://www.notion.so/Cargo-Hold-dbb8e39c2c1f460c80fee2bd7921fb49?pvs=21),Interior,Standard,Room,Commander,2,Rainbow Phi
Medical Bay (https://www.notion.so/Medical-Bay-13d23e3a67f0497fa060b2a027845122?pvs=21),Interior,Standard,Room,Commander,2,Rainbow Phi
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Room,Titan,1,Rainbow Phi
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Room,Commander,2,Rainbow Phi
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Room,Capital,2,Rainbow Phi
Lift (https://www.notion.so/Lift-bb50cf0ec7584344bbbad5728bc2cf74?pvs=21),Interior,Standard,Room,Large,2,Rainbow Phi
Escape Pods (https://www.notion.so/Escape-Pods-d4474c589707419dbbf5cbaf68209923?pvs=21),Interior,Standard,Detail,Commander,150,Rainbow Phi
Engine Room (https://www.notion.so/Engine-Room-80a3855c943e483aa4c96c6ffb51938f?pvs=21),Interior,Standard,Room,Titan,1,Rainbow Phi
Cargo Hold (https://www.notion.so/Cargo-Hold-dbb8e39c2c1f460c80fee2bd7921fb49?pvs=21),Interior,Standard,Room,Titan,1,Rainbow Phi
Tram (https://www.notion.so/Tram-54b15a8d1a954e73b537a8b06e2fc82c?pvs=21),Interior,Standard,Room,Commander,2,Rainbow Phi
Data Rack (https://www.notion.so/Data-Rack-cf8e246beffc43679fc9e21c7e6dce27?pvs=21),Interior,Specialty,Room,Capital,4,Rainbow Phi
Restaurant (https://www.notion.so/Restaurant-485e8267219048e0bec508b43a888232?pvs=21),Interior,Specialty,Room,Commander,2,Rainbow Phi
Passenger Cabin (https://www.notion.so/Passenger-Cabin-e1495e90078a4075959b7dbd6f364fd0?pvs=21),Interior,Specialty,Room,Commander,1,Rainbow Phi
Hangar Bay (https://www.notion.so/Hangar-Bay-1162a3084e0b4fd7937e8ddba635c7e6?pvs=21),Interior,Functional,Room,Titan,1,Rainbow Phi
Hangar Bay (https://www.notion.so/Hangar-Bay-1162a3084e0b4fd7937e8ddba635c7e6?pvs=21),Interior,Functional,Room,Commander,2,Rainbow Phi
Hangar Bay (https://www.notion.so/Hangar-Bay-1162a3084e0b4fd7937e8ddba635c7e6?pvs=21),Interior,Functional,Room,Capital,4,Rainbow Phi
Armory (https://www.notion.so/Armory-12653f39dd4043f2bc1c4bfc9f9b7bf6?pvs=21),Interior,Functional,Room,Titan,1,Rainbow Phi
Armory (https://www.notion.so/Armory-12653f39dd4043f2bc1c4bfc9f9b7bf6?pvs=21),Interior,Functional,Room,Commander,2,Rainbow Phi
Scanner Suite (https://www.notion.so/Scanner-Suite-8047eca4383b459e9a233e6b1b076d9a?pvs=21),Interior,Functional,Room,Titan,1,Rainbow Phi
Workshop (https://www.notion.so/Workshop-11c62d39f06e4575a4bc0cb891d5aad6?pvs=21),Interior,Functional,Room,Commander,1,Rainbow Phi
Laboratory (https://www.notion.so/Laboratory-59248857335c40039d843514f852b619?pvs=21),Interior,Functional,Room,Capital,2,Rainbow Phi
Ship's Brig (https://www.notion.so/Ship-s-Brig-5a3f4abe01ec486d8c6f31424843c6f7?pvs=21),Interior,Functional,Room,Capital,2,Rainbow Phi
Hydroponics Bay (https://www.notion.so/Hydroponics-Bay-a9e7cdec0f3d45118eef057fbee01640?pvs=21),Interior,Functional,Room,Commander,2,Rainbow Phi
Armory (https://www.notion.so/Armory-12653f39dd4043f2bc1c4bfc9f9b7bf6?pvs=21),Interior,Functional,Room,Capital,2,Rainbow Phi
Shopping Center (https://www.notion.so/Shopping-Center-15b967eac2e247e3961108d06d300ee0?pvs=21),Interior,Activity,Room,Capital,2,Rainbow Phi
Shopping Center (https://www.notion.so/Shopping-Center-15b967eac2e247e3961108d06d300ee0?pvs=21),Interior,Activity,Room,Commander,1,Rainbow Phi
Meta-Holodeck (https://www.notion.so/Meta-Holodeck-b389d2ad0cdd40dc838a1ca908e0bcaa?pvs=21),Interior,Activity,Room,Commander,1,Rainbow Phi
Gymnasium (https://www.notion.so/Gymnasium-a2e327863acb4c4f8ec5055fa79b7d9e?pvs=21),Interior,Activity,Room,Capital,2,Rainbow Phi
Theater (https://www.notion.so/Theater-19e7883269fd4571b77bf13e35f3bae8?pvs=21),Interior,Activity,Room,Commander,1,Rainbow Phi
Theater (https://www.notion.so/Theater-19e7883269fd4571b77bf13e35f3bae8?pvs=21),Interior,Activity,Room,Capital,2,Rainbow Phi
Pool (https://www.notion.so/Pool-78f1f92de652499eb8d5969ea03f0484?pvs=21),Interior,Leisure,Room,Commander,1,Rainbow Phi
Library (https://www.notion.so/Library-7f4704ab182744638f8864488af909d7?pvs=21),Interior,Leisure,Room,Commander,2,Rainbow Phi
Arboretum (https://www.notion.so/Arboretum-96ffb3b99e184f629e1f509569fce790?pvs=21),Interior,Leisure,Room,Commander,2,Rainbow Phi
Spa (https://www.notion.so/Spa-1411a2af9afd4725b72a1079af9806a9?pvs=21),Interior,Leisure,Room,Capital,1,Rainbow Phi
Aquarium (https://www.notion.so/Aquarium-df0cb0214aff471a9a4622fca837a3a5?pvs=21),Interior,Leisure,Room,Commander,2,Rainbow Phi
,,,,,,
